Month,Labour.force.status...previous.month,Labour.force.status.current.month,Persons.current.month..000.
Dec-21,Unmatched in common sample (responded in current month but not in previous),Unmatched in common sample (responded in current month but not in previous),0
Dec-21,Unmatched in common sample (responded in current month but not in previous),Outgoing Rotation Group,0
Dec-21,Incoming rotation group,Employed full-time,1209.5
Dec-21,Incoming rotation group,Employed part-time,551.6
Dec-21,Incoming rotation group,Unemployed,70.5
Dec-21,Incoming rotation group,Not in the labour force (NILF),854.8
Dec-21,Incoming rotation group,Unmatched in common sample (responded in current month but not in previous),0
Dec-21,Incoming rotation group,Outgoing Rotation Group,0
Nov-21,Employed full-time,Employed full-time,6350.3
Nov-21,Employed full-time,Employed part-time,334.9
Nov-21,Employed full-time,Unemployed,31.8
Nov-21,Employed full-time,Not in the labour force (NILF),95.2
Nov-21,Employed full-time,Unmatched in common sample (responded in current month but not in previous),0
Nov-21,Employed full-time,Outgoing Rotation Group,0
Nov-21,Employed part-time,Employed full-time,386.3
Nov-21,Employed part-time,Employed part-time,2530.7
Nov-21,Employed part-time,Unemployed,34.6
Nov-21,Employed part-time,Not in the labour force (NILF),140.8
Nov-21,Employed part-time,Unmatched in common sample (responded in current month but not in previous),0
Nov-21,Employed part-time,Outgoing Rotation Group,0
Nov-21,Unemployed,Employed full-time,79
Nov-21,Unemployed,Employed part-time,119.6
Nov-21,Unemployed,Unemployed,220.5
Nov-21,Unemployed,Not in the labour force (NILF),88.5
Nov-21,Unemployed,Unmatched in common sample (responded in current month but not in previous),0
Nov-21,Unemployed,Outgoing Rotation Group,0
Nov-21,Not in the labour force (NILF),Employed full-time,170.1
Nov-21,Not in the labour force (NILF),Employed part-time,266.8
Nov-21,Not in the labour force (NILF),Unemployed,143
Nov-21,Not in the labour force (NILF),Not in the labour force (NILF),5098.8
Nov-21,Not in the labour force (NILF),Unmatched in common sample (responded in current month but not in previous),0
Nov-21,Not in the labour force (NILF),Outgoing Rotation Group,0
Nov-21,Unmatched in common sample (responded in current month but not in previous),Employed full-time,846.4
Nov-21,Unmatched in common sample (responded in current month but not in previous),Employed part-time,350.8
Nov-21,Unmatched in common sample (responded in current month but not in previous),Unemployed,84.4
Nov-21,Unmatched in common sample (responded in current month but not in previous),Not in the labour force (NILF),832.1
Nov-21,Unmatched in common sample (responded in current month but not in previous),Unmatched in common sample (responded in current month but not in previous),0
Nov-21,Unmatched in common sample (responded in current month but not in previous),Outgoing Rotation Group,0
Nov-21,Incoming rotation group,Employed full-time,1222.8
Nov-21,Incoming rotation group,Employed part-time,546.6
Nov-21,Incoming rotation group,Unemployed,77.2
Nov-21,Incoming rotation group,Not in the labour force (NILF),883.9
Nov-21,Incoming rotation group,Unmatched in common sample (responded in current month but not in previous),0
Nov-21,Incoming rotation group,Outgoing Rotation Group,0
Oct-21,Employed full-time,Employed full-time,6750.6
Oct-21,Employed full-time,Employed part-time,334.9
Oct-21,Employed full-time,Unemployed,36
Oct-21,Employed full-time,Not in the labour force (NILF),144.2
Oct-21,Employed full-time,Unmatched in common sample (responded in current month but not in previous),0
Oct-21,Employed full-time,Outgoing Rotation Group,0
Oct-21,Employed part-time,Employed full-time,341.9
Oct-21,Employed part-time,Employed part-time,2618.1
Oct-21,Employed part-time,Unemployed,48.7
Oct-21,Employed part-time,Not in the labour force (NILF),200
Oct-21,Employed part-time,Unmatched in common sample (responded in current month but not in previous),0
Oct-21,Employed part-time,Outgoing Rotation Group,0
Oct-21,Unemployed,Employed full-time,51.3
Oct-21,Unemployed,Employed part-time,63.2
Oct-21,Unemployed,Unemployed,278.1
Oct-21,Unemployed,Not in the labour force (NILF),109.5
Oct-21,Unemployed,Unmatched in common sample (responded in current month but not in previous),0
Oct-21,Unemployed,Outgoing Rotation Group,0
Oct-21,Not in the labour force (NILF),Employed full-time,108.4
Oct-21,Not in the labour force (NILF),Employed part-time,205.5
Oct-21,Not in the labour force (NILF),Unemployed,175.3
Oct-21,Not in the labour force (NILF),Not in the labour force (NILF),5441.6
Oct-21,Not in the labour force (NILF),Unmatched in common sample (responded in current month but not in previous),0
Oct-21,Not in the labour force (NILF),Outgoing Rotation Group,0
Oct-21,Unmatched in common sample (responded in current month but not in previous),Employed full-time,522.5
Oct-21,Unmatched in common sample (responded in current month but not in previous),Employed part-time,205.4
Oct-21,Unmatched in common sample (responded in current month but not in previous),Unemployed,51.6
Oct-21,Unmatched in common sample (responded in current month but not in previous),Not in the labour force (NILF),640
Oct-21,Unmatched in common sample (responded in current month but not in previous),Unmatched in common sample (responded in current month but not in previous),0
Oct-21,Unmatched in common sample (responded in current month but not in previous),Outgoing Rotation Group,0
Oct-21,Incoming rotation group,Employed full-time,1076.4
Oct-21,Incoming rotation group,Employed part-time,487.5
Oct-21,Incoming rotation group,Unemployed,87.1
Oct-21,Incoming rotation group,Not in the labour force (NILF),935.7
Oct-21,Incoming rotation group,Unmatched in common sample (responded in current month but not in previous),0
Oct-21,Incoming rotation group,Outgoing Rotation Group,0
Sep-21,Employed full-time,Employed full-time,6640.1
Sep-21,Employed full-time,Employed part-time,308.1
Sep-21,Employed full-time,Unemployed,39.7
Sep-21,Employed full-time,Not in the labour force (NILF),136.8
Sep-21,Employed full-time,Unmatched in common sample (responded in current month but not in previous),0
Sep-21,Employed full-time,Outgoing Rotation Group,0
Sep-21,Employed part-time,Employed full-time,341.4
Sep-21,Employed part-time,Employed part-time,2681.4
Sep-21,Employed part-time,Unemployed,51
Sep-21,Employed part-time,Not in the labour force (NILF),275.4
Sep-21,Employed part-time,Unmatched in common sample (responded in current month but not in previous),0
Sep-21,Employed part-time,Outgoing Rotation Group,0
Sep-21,Unemployed,Employed full-time,57
Sep-21,Unemployed,Employed part-time,72.9
Sep-21,Unemployed,Unemployed,256.4
Sep-21,Unemployed,Not in the labour force (NILF),115.8
Sep-21,Unemployed,Unmatched in common sample (responded in current month but not in previous),0
Sep-21,Unemployed,Outgoing Rotation Group,0
Sep-21,Not in the labour force (NILF),Employed full-time,118.8
Sep-21,Not in the labour force (NILF),Employed part-time,163.6
Sep-21,Not in the labour force (NILF),Unemployed,122.2
Sep-21,Not in the labour force (NILF),Not in the labour force (NILF),5414.4
Sep-21,Not in the labour force (NILF),Unmatched in common sample (responded in current month but not in previous),0
Sep-21,Not in the labour force (NILF),Outgoing Rotation Group,0
Sep-21,Unmatched in common sample (responded in current month but not in previous),Employed full-time,585.8
Sep-21,Unmatched in common sample (responded in current month but not in previous),Employed part-time,221.1
Sep-21,Unmatched in common sample (responded in current month but not in previous),Unemployed,59.8
Sep-21,Unmatched in common sample (responded in current month but not in previous),Not in the labour force (NILF),694
Sep-21,Unmatched in common sample (responded in current month but not in previous),Unmatched in common sample (responded in current month but not in previous),0
Sep-21,Unmatched in common sample (responded in current month but not in previous),Outgoing Rotation Group,0
Sep-21,Incoming rotation group,Employed full-time,1137.1
Sep-21,Incoming rotation group,Employed part-time,470.1
Sep-21,Incoming rotation group,Unemployed,83
Sep-21,Incoming rotation group,Not in the labour force (NILF),846
Sep-21,Incoming rotation group,Unmatched in common sample (responded in current month but not in previous),0
Sep-21,Incoming rotation group,Outgoing Rotation Group,0
Aug-21,Employed full-time,Employed full-time,6758.4
Aug-21,Employed full-time,Employed part-time,379.2
Aug-21,Employed full-time,Unemployed,47.2
Aug-21,Employed full-time,Not in the labour force (NILF),152.3
Aug-21,Employed full-time,Unmatched in common sample (responded in current month but not in previous),0
Aug-21,Employed full-time,Outgoing Rotation Group,0
Aug-21,Employed part-time,Employed full-time,342.2
Aug-21,Employed part-time,Employed part-time,2732.3
Aug-21,Employed part-time,Unemployed,57.1
Aug-21,Employed part-time,Not in the labour force (NILF),260.9
Aug-21,Employed part-time,Unmatched in common sample (responded in current month but not in previous),0
Aug-21,Employed part-time,Outgoing Rotation Group,0
Aug-21,Unemployed,Employed full-time,35.5
Aug-21,Unemployed,Employed part-time,62.2
Aug-21,Unemployed,Unemployed,273.7
Aug-21,Unemployed,Not in the labour force (NILF),141.8
Aug-21,Unemployed,Unmatched in common sample (responded in current month but not in previous),0
Aug-21,Unemployed,Outgoing Rotation Group,0
Aug-21,Not in the labour force (NILF),Employed full-time,107.9
Aug-21,Not in the labour force (NILF),Employed part-time,167.8
Aug-21,Not in the labour force (NILF),Unemployed,105.1
Aug-21,Not in the labour force (NILF),Not in the labour force (NILF),5281.1
Aug-21,Not in the labour force (NILF),Unmatched in common sample (responded in current month but not in previous),0
Aug-21,Not in the labour force (NILF),Outgoing Rotation Group,0
Aug-21,Unmatched in common sample (responded in current month but not in previous),Employed full-time,569.5
Aug-21,Unmatched in common sample (responded in current month but not in previous),Employed part-time,219.3
Aug-21,Unmatched in common sample (responded in current month but not in previous),Unemployed,60.3
Aug-21,Unmatched in common sample (responded in current month but not in previous),Not in the labour force (NILF),733.5
Aug-21,Unmatched in common sample (responded in current month but not in previous),Unmatched in common sample (responded in current month but not in previous),0
Aug-21,Unmatched in common sample (responded in current month but not in previous),Outgoing Rotation Group,0
Aug-21,Incoming rotation group,Employed full-time,1018
Aug-21,Incoming rotation group,Employed part-time,503
Aug-21,Incoming rotation group,Unemployed,77.5
Aug-21,Incoming rotation group,Not in the labour force (NILF),800.2
Aug-21,Incoming rotation group,Unmatched in common sample (responded in current month but not in previous),0
Aug-21,Incoming rotation group,Outgoing Rotation Group,0
Jul-21,Employed full-time,Employed full-time,6802.9
Jul-21,Employed full-time,Employed part-time,353.7
Jul-21,Employed full-time,Unemployed,41.8
Jul-21,Employed full-time,Not in the labour force (NILF),131.3
Jul-21,Employed full-time,Unmatched in common sample (responded in current month but not in previous),0
Jul-21,Employed full-time,Outgoing Rotation Group,0
Jul-21,Employed part-time,Employed full-time,399
Jul-21,Employed part-time,Employed part-time,2767.2
Jul-21,Employed part-time,Unemployed,59.7
Jul-21,Employed part-time,Not in the labour force (NILF),205.7
Jul-21,Employed part-time,Unmatched in common sample (responded in current month but not in previous),0
