Year,Gender,Age_Group,Employment_Status,Average_Employed
1996,Male,55-64 years,Employed full time,370.93
1996,Male,55-64 years,Employed part time,53.68
1996,Male,55-64 years,Employed total,424.60
1996,Male,55-64 years,Not in the labour force  (NILF) ,304.86
1996,Male,55-64 years,Unemployed total,42.14
1996,Male,15-64 years,Employed full time,4137.01
1996,Male,15-64 years,Employed part time,491.68
1996,Male,15-64 years,Employed total,4628.69
1996,Male,15-64 years,Not in the labour force  (NILF) ,989.08
1996,Male,15-64 years,Unemployed total,448.35
1996,Male,65 years and over,Employed full time,51.42
1996,Male,65 years and over,Employed part time,35.70
1996,Male,65 years and over,Not in the labour force  (NILF) ,865.84
1996,Male,65 years and over,Unemployed total,1.62
1997,Male,15-19 years,Employed full time,140.27
1997,Male,15-19 years,Employed part time,155.70
1997,Male,15-19 years,Employed total,295.97
1997,Male,15-19 years,Not in the labour force  (NILF) ,271.21
1997,Male,15-19 years,Unemployed total,80.27
1997,Male,20-24 years,Employed full time,406.73
1997,Male,20-24 years,Employed part time,92.04
1997,Male,20-24 years,Employed total,498.77
1997,Male,20-24 years,Not in the labour force  (NILF) ,91.10
1997,Male,20-24 years,Unemployed total,81.70
1997,Male,25-29 years,Employed full time,560.60
1997,Male,25-29 years,Employed part time,43.31
1997,Male,25-29 years,Employed total,603.91
1997,Male,25-29 years,Not in the labour force  (NILF) ,50.21
1997,Male,25-29 years,Unemployed total,57.21
1997,Male,30-34 years,Employed full time,564.52
1997,Male,30-34 years,Employed part time,36.93
1997,Male,30-34 years,Employed total,601.45
1997,Male,30-34 years,Not in the labour force  (NILF) ,48.35
1997,Male,30-34 years,Unemployed total,48.26
1997,Male,35-39 years,Employed full time,595.34
1997,Male,35-39 years,Employed part time,35.46
1997,Male,35-39 years,Employed total,630.80
1997,Male,35-39 years,Not in the labour force  (NILF) ,53.22
1997,Male,35-39 years,Unemployed total,43.49
1997,Male,40-44 years,Employed full time,552.89
1997,Male,40-44 years,Employed part time,34.70
1997,Male,40-44 years,Employed total,587.59
1997,Male,40-44 years,Not in the labour force  (NILF) ,57.18
1997,Male,40-44 years,Unemployed total,34.21
1997,Male,45-49 years,Employed full time,514.86
1997,Male,45-49 years,Employed part time,31.75
1997,Male,45-49 years,Employed total,546.61
1997,Male,45-49 years,Not in the labour force  (NILF) ,66.21
1997,Male,45-49 years,Unemployed total,33.12
1997,Male,50-54 years,Employed full time,415.00
1997,Male,50-54 years,Employed part time,28.68
1997,Male,50-54 years,Employed total,443.68
1997,Male,50-54 years,Not in the labour force  (NILF) ,83.76
1997,Male,50-54 years,Unemployed total,27.33
1997,Male,55-59 years,Employed full time,254.38
1997,Male,55-59 years,Employed part time,31.79
1997,Male,55-59 years,Employed total,286.17
1997,Male,55-59 years,Not in the labour force  (NILF) ,119.19
1997,Male,55-59 years,Unemployed total,27.37
1997,Male,60-64 years,Employed full time,124.43
1997,Male,60-64 years,Employed part time,29.02
1997,Male,60-64 years,Employed total,153.44
1997,Male,60-64 years,Not in the labour force  (NILF) ,196.18
1997,Male,60-64 years,Unemployed total,10.71
1997,Male,15-24 years,Employed full time,547.00
1997,Male,15-24 years,Employed part time,247.75
1997,Male,15-24 years,Employed total,794.74
1997,Male,15-24 years,Not in the labour force  (NILF) ,362.31
1997,Male,15-24 years,Unemployed total,161.98
1997,Male,25-34 years,Employed full time,1125.12
1997,Male,25-34 years,Employed part time,80.23
1997,Male,25-34 years,Employed total,1205.36
1997,Male,25-34 years,Not in the labour force  (NILF) ,98.56
1997,Male,25-34 years,Unemployed total,105.47
1997,Male,35-44 years,Employed full time,1148.23
1997,Male,35-44 years,Employed part time,70.16
1997,Male,35-44 years,Employed total,1218.39
1997,Male,35-44 years,Not in the labour force  (NILF) ,110.40
1997,Male,35-44 years,Unemployed total,77.71
1997,Male,45-54 years,Employed full time,929.86
1997,Male,45-54 years,Employed part time,60.43
1997,Male,45-54 years,Employed total,990.29
1997,Male,45-54 years,Not in the labour force  (NILF) ,149.97
1997,Male,45-54 years,Unemployed total,60.44
1997,Male,55-64 years,Employed full time,378.80
1997,Male,55-64 years,Employed part time,60.80
1997,Male,55-64 years,Employed total,439.61
1997,Male,55-64 years,Not in the labour force  (NILF) ,315.37
1997,Male,55-64 years,Unemployed total,38.08
1997,Male,15-64 years,Employed full time,4129.02
1997,Male,15-64 years,Employed part time,519.37
1997,Male,15-64 years,Employed total,4648.38
1997,Male,15-64 years,Not in the labour force  (NILF) ,1036.62
1997,Male,15-64 years,Unemployed total,443.68
1997,Male,65 years and over,Employed full time,54.30
1997,Male,65 years and over,Employed part time,39.44
1997,Male,65 years and over,Not in the labour force  (NILF) ,881.64
1997,Male,65 years and over,Unemployed total,1.58
1998,Male,15-19 years,Employed full time,138.32
1998,Male,15-19 years,Employed part time,158.49
1998,Male,15-19 years,Employed total,296.81
1998,Male,15-19 years,Not in the labour force  (NILF) ,280.38
1998,Male,15-19 years,Unemployed total,74.06
1998,Male,20-24 years,Employed full time,402.00
1998,Male,20-24 years,Employed part time,98.52
1998,Male,20-24 years,Employed total,500.51
1998,Male,20-24 years,Not in the labour force  (NILF) ,84.49
1998,Male,20-24 years,Unemployed total,70.14
1998,Male,25-29 years,Employed full time,559.69
1998,Male,25-29 years,Employed part time,50.27
1998,Male,25-29 years,Employed total,609.96
1998,Male,25-29 years,Not in the labour force  (NILF) ,53.27
1998,Male,25-29 years,Unemployed total,53.54
1998,Male,30-34 years,Employed full time,560.95
1998,Male,30-34 years,Employed part time,36.19
1998,Male,30-34 years,Employed total,597.13
1998,Male,30-34 years,Not in the labour force  (NILF) ,49.35
1998,Male,30-34 years,Unemployed total,44.24
1998,Male,35-39 years,Employed full time,606.13
1998,Male,35-39 years,Employed part time,30.86
1998,Male,35-39 years,Employed total,636.99
1998,Male,35-39 years,Not in the labour force  (NILF) ,56.26
1998,Male,35-39 years,Unemployed total,42.43
1998,Male,40-44 years,Employed full time,561.20
1998,Male,40-44 years,Employed part time,37.87
1998,Male,40-44 years,Employed total,599.07
1998,Male,40-44 years,Not in the labour force  (NILF) ,54.98
1998,Male,40-44 years,Unemployed total,33.34
1998,Male,45-49 years,Employed full time,517.86
1998,Male,45-49 years,Employed part time,32.44
1998,Male,45-49 years,Employed total,550.31
1998,Male,45-49 years,Not in the labour force  (NILF) ,67.25
1998,Male,45-49 years,Unemployed total,32.38
1998,Male,50-54 years,Employed full time,433.46
1998,Male,50-54 years,Employed part time,33.11
1998,Male,50-54 years,Employed total,466.58
1998,Male,50-54 years,Not in the labour force  (NILF) ,92.85
1998,Male,50-54 years,Unemployed total,27.99
1998,Male,55-59 years,Employed full time,268.39
1998,Male,55-59 years,Employed part time,33.44
1998,Male,55-59 years,Employed total,301.83
1998,Male,55-59 years,Not in the labour force  (NILF) ,120.83
1998,Male,55-59 years,Unemployed total,25.16
1998,Male,60-64 years,Employed full time,123.83
1998,Male,60-64 years,Employed part time,34.06
1998,Male,60-64 years,Employed total,157.89
1998,Male,60-64 years,Not in the labour force  (NILF) ,201.93
1998,Male,60-64 years,Unemployed total,10.78
1998,Male,15-24 years,Employed full time,540.32
1998,Male,15-24 years,Employed part time,257.00
1998,Male,15-24 years,Employed total,797.32
1998,Male,15-24 years,Not in the labour force  (NILF) ,364.87
1998,Male,15-24 years,Unemployed total,144.20
1998,Male,25-34 years,Employed full time,1120.64
1998,Male,25-34 years,Employed part time,86.45
1998,Male,25-34 years,Employed total,1207.09
1998,Male,25-34 years,Not in the labour force  (NILF) ,102.62
1998,Male,25-34 years,Unemployed total,97.78
1998,Male,35-44 years,Employed full time,1167.33
1998,Male,35-44 years,Employed part time,68.73
1998,Male,35-44 years,Employed total,1236.06
1998,Male,35-44 years,Not in the labour force  (NILF) ,111.24
1998,Male,35-44 years,Unemployed total,75.78
1998,Male,45-54 years,Employed full time,951.33
1998,Male,45-54 years,Employed part time,65.56
1998,Male,45-54 years,Employed total,1016.88
1998,Male,45-54 years,Not in the labour force  (NILF) ,160.09
1998,Male,45-54 years,Unemployed total,60.37
1998,Male,55-64 years,Employed full time,392.22
1998,Male,55-64 years,Employed part time,67.50
1998,Male,55-64 years,Employed total,459.72
1998,Male,55-64 years,Not in the labour force  (NILF) ,322.75
1998,Male,55-64 years,Unemployed total,35.94
1998,Male,15-64 years,Employed full time,4171.83
1998,Male,15-64 years,Employed part time,545.25
1998,Male,15-64 years,Employed total,4717.08
1998,Male,15-64 years,Not in the labour force  (NILF) ,1061.58
1998,Male,15-64 years,Unemployed total,414.06
1998,Male,65 years and over,Employed full time,53.70
1998,Male,65 years and over,Employed part time,41.80
1998,Male,65 years and over,Not in the labour force  (NILF) ,901.65
1998,Male,65 years and over,Unemployed total,1.09
1999,Male,15-19 years,Employed full time,143.30
1999,Male,15-19 years,Employed part time,164.51
1999,Male,15-19 years,Employed total,307.81
1999,Male,15-19 years,Not in the labour force  (NILF) ,282.76
1999,Male,15-19 years,Unemployed total,67.96
1999,Male,20-24 years,Employed full time,399.42
1999,Male,20-24 years,Employed part time,99.57
1999,Male,20-24 years,Employed total,498.99
1999,Male,20-24 years,Not in the labour force  (NILF) ,84.10
1999,Male,20-24 years,Unemployed total,60.60
1999,Male,25-29 years,Employed full time,559.29
1999,Male,25-29 years,Employed part time,47.54
1999,Male,25-29 years,Employed total,606.83
1999,Male,25-29 years,Not in the labour force  (NILF) ,58.66
1999,Male,25-29 years,Unemployed total,49.48
1999,Male,30-34 years,Employed full time,561.48
1999,Male,30-34 years,Employed part time,38.69
1999,Male,30-34 years,Employed total,600.17
1999,Male,30-34 years,Not in the labour force  (NILF) ,51.34
1999,Male,30-34 years,Unemployed total,38.63
1999,Male,35-39 years,Employed full time,602.91
1999,Male,35-39 years,Employed part time,37.77
1999,Male,35-39 years,Employed total,640.69
1999,Male,35-39 years,Not in the labour force  (NILF) ,64.55
1999,Male,35-39 years,Unemployed total,34.39
1999,Male,40-44 years,Employed full time,570.59
1999,Male,40-44 years,Employed part time,37.51
1999,Male,40-44 years,Employed total,608.11
1999,Male,40-44 years,Not in the labour force  (NILF) ,58.11
1999,Male,40-44 years,Unemployed total,32.34
1999,Male,45-49 years,Employed full time,522.24
1999,Male,45-49 years,Employed part time,37.23
1999,Male,45-49 years,Employed total,559.47
1999,Male,45-49 years,Not in the labour force  (NILF) ,68.31
1999,Male,45-49 years,Unemployed total,28.49
1999,Male,50-54 years,Employed full time,457.45
1999,Male,50-54 years,Employed part time,36.58
1999,Male,50-54 years,Employed total,494.03
1999,Male,50-54 years,Not in the labour force  (NILF) ,92.39
1999,Male,50-54 years,Unemployed total,23.78
1999,Male,55-59 years,Employed full time,280.95
1999,Male,55-59 years,Employed part time,34.26
1999,Male,55-59 years,Employed total,315.21
1999,Male,55-59 years,Not in the labour force  (NILF) ,129.18
1999,Male,55-59 years,Unemployed total,22.72
1999,Male,60-64 years,Employed full time,130.79
1999,Male,60-64 years,Employed part time,35.03
1999,Male,60-64 years,Employed total,165.82
1999,Male,60-64 years,Not in the labour force  (NILF) ,206.78
1999,Male,60-64 years,Unemployed total,10.91
1999,Male,15-24 years,Employed full time,542.72
1999,Male,15-24 years,Employed part time,264.08
1999,Male,15-24 years,Employed total,806.80
1999,Male,15-24 years,Not in the labour force  (NILF) ,366.86
1999,Male,15-24 years,Unemployed total,128.57
1999,Male,25-34 years,Employed full time,1120.77
1999,Male,25-34 years,Employed part time,86.23
1999,Male,25-34 years,Employed total,1207.00
1999,Male,25-34 years,Not in the labour force  (NILF) ,110.00
1999,Male,25-34 years,Unemployed total,88.11
1999,Male,35-44 years,Employed full time,1173.51
1999,Male,35-44 years,Employed part time,75.29
1999,Male,35-44 years,Employed total,1248.79
1999,Male,35-44 years,Not in the labour force  (NILF) ,122.66
1999,Male,35-44 years,Unemployed total,66.72
1999,Male,45-54 years,Employed full time,979.69
1999,Male,45-54 years,Employed part time,73.81
1999,Male,45-54 years,Employed total,1053.50
1999,Male,45-54 years,Not in the labour force  (NILF) ,160.70
1999,Male,45-54 years,Unemployed total,52.27
1999,Male,55-64 years,Employed full time,411.73
1999,Male,55-64 years,Employed part time,69.30
1999,Male,55-64 years,Employed total,481.03
1999,Male,55-64 years,Not in the labour force  (NILF) ,335.95
1999,Male,55-64 years,Unemployed total,33.63
1999,Male,15-64 years,Employed full time,4228.43
1999,Male,15-64 years,Employed part time,568.70
1999,Male,15-64 years,Employed total,4797.13
1999,Male,15-64 years,Not in the labour force  (NILF) ,1096.16
1999,Male,15-64 years,Unemployed total,369.30
1999,Male,65 years and over,Employed full time,54.68
1999,Male,65 years and over,Employed part time,39.03
1999,Male,65 years and over,Not in the labour force  (NILF) ,925.49
1999,Male,65 years and over,Unemployed total,0.93
2000,Male,15-19 years,Employed full time,142.81
2000,Male,15-19 years,Employed part time,178.65
2000,Male,15-19 years,Employed total,321.46
2000,Male,15-19 years,Not in the labour force  (NILF) ,280.77
2000,Male,15-19 years,Unemployed total,66.88
2000,Male,20-24 years,Employed full time,398.60
2000,Male,20-24 years,Employed part time,99.21
2000,Male,20-24 years,Employed total,497.81
2000,Male,20-24 years,Not in the labour force  (NILF) ,87.50
2000,Male,20-24 years,Unemployed total,54.39
2000,Male,25-29 years,Employed full time,550.25
2000,Male,25-29 years,Employed part time,51.03
2000,Male,25-29 years,Employed total,601.28
2000,Male,25-29 years,Not in the labour force  (NILF) ,59.18
2000,Male,25-29 years,Unemployed total,45.23
2000,Male,30-34 years,Employed full time,569.90
2000,Male,30-34 years,Employed part time,40.58
2000,Male,30-34 years,Employed total,610.48
2000,Male,30-34 years,Not in the labour force  (NILF) ,53.03
2000,Male,30-34 years,Unemployed total,34.49
2000,Male,35-39 years,Employed full time,599.47
2000,Male,35-39 years,Employed part time,38.00
2000,Male,35-39 years,Employed total,637.47
2000,Male,35-39 years,Not in the labour force  (NILF) ,65.16
2000,Male,35-39 years,Unemployed total,34.36
2000,Male,40-44 years,Employed full time,588.44
2000,Male,40-44 years,Employed part time,34.92
2000,Male,40-44 years,Employed total,623.36
2000,Male,40-44 years,Not in the labour force  (NILF) ,59.60
2000,Male,40-44 years,Unemployed total,29.20
2000,Male,45-49 years,Employed full time,523.99
2000,Male,45-49 years,Employed part time,38.49
2000,Male,45-49 years,Employed total,562.48
2000,Male,45-49 years,Not in the labour force  (NILF) ,72.95
2000,Male,45-49 years,Unemployed total,26.19
2000,Male,50-54 years,Employed full time,472.50
2000,Male,50-54 years,Employed part time,39.21
2000,Male,50-54 years,Employed total,511.71
2000,Male,50-54 years,Not in the labour force  (NILF) ,95.23
2000,Male,50-54 years,Unemployed total,22.96
